لإسم,مجال النشاط,الولاية,الهاتف,الفاكس
جمعية النهوض بالأسرة الريفية بالميدة,مواطنة,قابس,,
جمعية الكرامة للأسرة العربية,مواطنة,قابس,97195950,
جمعية دار الجمعيات بقابس,مواطنة,قابس,20019416,
جمعية روافد للثقافة والترفيه بقابس,مواطنة,قابس,20111116,0
جمعية رؤى المستقبل,مواطنة,قابس,,
جمعية علاش لا قابس,مواطنة,قابس,0,0
جمعية وسم بقابس,مواطنة,قابس,55132098,0
جمعية كلنا فلسطين,مواطنة,قابس,,
أحباء دار الشباب و الثقافة بالنحال,شبابية,قابس,75228610,0
أحباء دار الشباب و الثقافة بوذرف,شبابية,قابس,75365315,0
أحباء دار الشباب والثقافة المطوية,شبابية,قابس,75370620,0
الجمعية الشبابية للتشغيل والتضامن,شبابية,قابس,26248004,
"الجمعية الشبابية للنهوض بالحامة ""جيل",شبابية,قابس,,
جمعية أحباء دار الشباب مارث,شبابية,قابس,98825046,0
جمعية أحباء دار الشباب الحامة,شبابية,قابس,75331622,0
جمعية أحباء دار الشباب و الثقافة محمد علي,شبابية,قابس,75271863,0
جمعية أحباء دار الشباب والثقافة بمطماطة القديمة,شبابية,قابس,75240210,0
جمعية أحباء دار الشباب والثقافة ببوشمة,شبابية,قابس,75350064,0
جمعية المدونين الشبان,شبابية,قابس,0,0
جمعية الشباب الليبرالي التونسي,شبابية,قابس,,
جمعية شباب بلا حدود قابس,شبابية,قابس,,
جمعية زقزاو الإبداع بالعلايا,شبابية,قابس,0,0
جمعية أمل الطفولة بقابس,طفولة,قابس,75275566,75275566
جمعية أحباء الطفل بقابس,طفولة,قابس,0,0
جمعية أفق الطفولة,طفولة,قابس,,
جمعية المبادرة والإصلاح وذرف -قابس,طفولة,قابس,25742193,75365225
جمعية التنمية لأنشطة الشباب والطفولة والرياضة بقابس,طفولة,قابس,0,0
جمعية النهوض بالطفل بوالي,طفولة,قابس,,
جمعية الطفولة للتربية والترفيه,طفولة,قابس,,
جمعية ابتسامة طفل,طفولة,قابس,,
جمعية احباء الطفل بحامة الجريد قابس,طفولة,قابس,,
جمعية احباء الطفل بنادي الاطفال بتبلبو,طفولة,قابس,0,0
جمعية صوت الطفل بقابس,طفولة,قابس,,
جمعية تنسيقية الجمعيات الخيرية والتنموية بقابس,التنسيقية,قابس,50794011,20019416
الجمعية التنمية الإعلامية,علمية,مدنين,,
الجمعية التونسية للتقانة ومراقبة الجودة الغذائية,علمية,مدنين,,
الجمعية التونسية للتقنيين الفلاحيين,علمية,مدنين,,
الجمعية التونسية للإعجاز العلمي ودراسات القرآن الكريم,علمية,مدنين,21254044,0
الجمعية الرياضية النسائية بمدنين,علمية,مدنين,0,0
الجمعية العلمية والرقمية ابن خلدون بالمعهد العالي للإعلامية بمدنين,علمية,مدنين,75641716,75648770
الجمعية الطبية بمدنين,علمية,مدنين,,
جمعية أجيال التواصل قلالة جربة,علمية,مدنين,0,0
جمعية المجمع الدولي للدراسات والتكوين,علمية,مدنين,,
جمعية الأطباء وأطباء الأسنان والصيادلة بمدنين,علمية,مدنين,27416024,
جمعية التأطير والتكوين ومساندة برنامج إعادة رسكلة و توزيع الحواسيب,علمية,مدنين,,
جمعية الجزيرة للعلوم الشرعية,علمية,مدنين,,
جمعية الرصد للبحوث والدراسات القانونية,علمية,مدنين,,
جمعية الزيتونة للعلوم الشرعية جرجيس,علمية,مدنين,,
جمعية العلم والمعرفة جربة,علمية,مدنين,55865155,75620567
جمعية العلوم التكنولوجية,علمية,مدنين,,
جمعية العلوم الطبية ببنقردان,علمية,مدنين,0,0
جمعية العلوم والبيئة بنقردان,علمية,مدنين,0,0
جمعية الإمام مالك للعلوم الشرعية بنقردان,علمية,مدنين,,
جمعية الإمام البخاري,علمية,مدنين,0,0
جمعية الإعلامية والأنترنات بجرجيس.,علمية,مدنين,0,0
جمعية بني خداش للمعلوماتية والرسكلة,علمية,مدنين,0,0
جمعية جربة للعلوم والتكنولوجيا,علمية,مدنين,75733110,75733111
جمعية جربة للإعلامية والرسكلة,علمية,مدنين,75623038,75623038
جمعية إحياء التراث بماجورة,علمية,مدنين,,
جمعية إقرأ للعلوم الشرعية بنقردان,علمية,مدنين,52817368,
جمعية نادي علوم الطيور بجرجيس,علمية,مدنين,27682239,
جمعية نبراس المعرفة,علمية,مدنين,22072228,0
جمعية نشر الثقافة الرقمية,علمية,مدنين,0,0
الجمعية النسائية بمزراية,نسائية,مدنين,,
جمعية الينابيع,نسائية,مدنين,26255392,
جمعية الزهراء بمدنين,نسائية,مدنين,99018482,
جمعية النهوض بالمرأة ببنقردان,نسائية,مدنين,,
جمعية سنابل الخير النسائية بنقردان,نسائية,مدنين,75713592,0
جمعية نور بني خداش,نسائية,مدنين,95666819,0
جمعية نادي الكرة الحديدية,رياضية,مدنين,0,0
أولمبيك مدنين لكرة اليد,رياضية,مدنين,75647227,75647227
الأمل الرياضي بجربة,رياضية,مدنين,75626383,75626383
المستقبل الرياضي بني معقل ميدون,رياضية,مدنين,,
الترجي الرياضي الجرجيسي,رياضية,مدنين,75684200,75684200
الجمعيات الرياضية النسائية بجرجيس,رياضية,مدنين,,
الجمعية التونسية للدراجات الهوائية ببنقردان,رياضية,مدنين,22818989,
الجمعية الرياضية للملكية العقارية مدنين,رياضية,مدنين,0,0
الجمعية الرياضية للمياه بجربة,رياضية,مدنين,0,0
الجمعية الرياضية لألعاب القوى بمدنين,رياضية,مدنين,,
الجمعية الرياضية للتنس بجرجيس,رياضية,مدنين,,
الجمعية الرياضية للديوانة بمدنين,رياضية,مدنين,0,0
الجمعية الرياضية للصحة بمدنين,رياضية,مدنين,0,0
الجمعية الرياضية للصولجان بجربة,رياضية,مدنين,0,0
الجمعية الرياضية للفروسية ببن قردان,رياضية,مدنين,0,0
الجمعية الرياضية لبلدية جرجيس,رياضية,مدنين,,
الجمعية الرياضية النسائية بجربة,رياضية,مدنين,0,0
الجمعية الرياضية بمليتة جربة,رياضية,مدنين,,
الجمعية الرياضية ببازيم جربة,رياضية,مدنين,,
الجمعية الرياضية ببن قردان,رياضية,مدنين,,
الجمعية الرياضية ببني خداش,رياضية,مدنين,0,0
الجمعية الرياضية بجربة,رياضية,مدنين,27912894,75650100
الجمعية الرياضية بسيدي مخلوف,رياضية,مدنين,0,0
الجمعية الرياضية بكوتين,رياضية,مدنين,,
الجمعية الرياضية والثقافية للبريد مدنين,رياضية,مدنين,0,0
الجمعية الرياضية نادي الجزيرة,رياضية,مدنين,,
الجمعية العربية للرياضات الفردية بجرجيس,رياضية,مدنين,0,0
الإتحاد الرياضي بآجيم,رياضية,مدنين,,
النادي الرياضي لدار الشباب,رياضية,مدنين,,
الوسط الرياضي بالماي,رياضية,مدنين,,
جمعية مليتة للكرة الحديدية,رياضية,مدنين,0,0
جمعية أولمبيك بنقردان,رياضية,مدنين,,
جمعية أوليس للرياضات البحرية,رياضية,مدنين,0,0
جمعية أوليس للرياضات البحرية بجربة,رياضية,مدنين,0,0
جمعية الأمل الرياضي بمدنين,رياضية,مدنين,,
جمعية الأمل الرياضي بالورسنية,رياضية,مدنين,,
جمعية الملعب الرياضي بسيدي مخلوف مدنين,رياضية,مدنين,75639315,75639315
جمعية المجلس الجهوي للنهوض بالشباب والرياضة بمدنين,رياضية,مدنين,,
جمعية المستقبل الرياضي للشطرنج,رياضية,مدنين,,
جمعية المستقبل الرياضي ببنقردان,رياضية,مدنين,75715023,75711297
جمعية المستقبل الرياضي بحسي عمر,رياضية,مدنين,0,0
جمعية البيدق الذهبي بمدنين,رياضية,مدنين,0,0
جمعية التنس بجربة,رياضية,مدنين,0,0
جمعية الشبيبة الرياضية النسائية بمدنين,رياضية,مدنين,0,0
جمعية الفروسية بميدون,رياضية,مدنين,0,0
جمعية الإتحاد الرياضي الجربي الرياضة للجميع,رياضية,مدنين,,
جمعية الإتحاد الرياضي ببنقردان,رياضية,مدنين,,
جمعية النادي الرياضي للكرة الحديدية جربة,رياضية,مدنين,75633006,75633006
جمعية النادي الرياضي لفاقدي السمع بجربة,رياضية,مدنين,75650314,75655487
جمعية النادي الرياضي بجربة,رياضية,مدنين,,
جمعية جربة للرياضات البحرية,رياضية,مدنين,0,0
جمعية جربة للرياضات الفردية,رياضية,مدنين,,
جمعية حنبعل للرياضات الفردية,رياضية,مدنين,0,0
جمعية يوساي شين بنقردان,رياضية,مدنين,,
جمعية جكتيس الرياضية,رياضية,مدنين,,
جمعية رياضة للجميع بمدنين,رياضية,مدنين,75640791,75632533
جمعية رياضة للجميع بدار الشباب المؤانسة,رياضية,مدنين,,
جمعية رياضة للجميع بدار الشباب بسيدي مخلوف,رياضية,مدنين,0,0
جمعية علاء الدين للرياضيات الفردية والترفيهية,رياضية,مدنين,,
جمعية إكسبراس سبور,رياضية,مدنين,0,0
جمعية نادي التنس بجرجيس,رياضية,مدنين,,
جمعية نادي الرماية الرياضية بمدنين,رياضية,مدنين,,
جمعية نادي الرجاء للكرة الحديدية بمدنين,رياضية,مدنين,0,0
جمعية نادي الكاراتي بقلالة,رياضية,مدنين,,
جمعية نادي الكرة الذهبية بمدنين,رياضية,مدنين,0,0
جمعية نادي الكرة الحديدية قلالة,رياضية,مدنين,0,0
جمعية نادي دراجي جربة,رياضية,مدنين,0,0
جمعية نادي جربة للدراجات النارية,رياضية,مدنين,0,0
جمعية نادي كرة القدم بمدنين,رياضية,مدنين,,
رابطة الجنوب الشرقي للكرة,رياضية,مدنين,75644072,75644072
نادي ألعاب القوى بمدنين,رياضية,مدنين,0,0
نادي أولمبيك مدنين لكرة القدم,رياضية,مدنين,75640249,75640249
نادي التنس بمدنين,رياضية,مدنين,,
نادي جربة للطيران,رياضية,مدنين,0,0
نادي جربة لكرة اليد,رياضية,مدنين,0,0
نادي جرجيس للكرة الحديدية,رياضية,مدنين,0,0
المكتب الجهوي لعمادة المهندسين المعماريين بولاية مدنين,ودادية,مدنين,75645799,75645799
جمعية متقاعدي أعوان الديوانة بنقردان,ودادية,مدنين,,
جمعية الشباب بزمور,ودادية,مدنين,75637664,75637664
جمعية الودادية الجهوية لأعوان وزارة الثقافة بمدنين,ودادية,مدنين,,
جمعية الودادية الجهوية لعملة وموظفي الإدارة الجهوية للتجهيز والإسكان بمدنين,ودادية,مدنين,0,0
جمعية ودادية أعوان المستشفى الجهوي ببنقردان,ودادية,مدنين,,
"جمعية ودادية أعوان الراجعين بالنظر للإدارة الجهوية للصحة بمدنين ""الإيخاء""",ودادية,مدنين,0,0
جمعية ودادية أعوان وموظفي ولاية مدنين ومعتمدياتها,ودادية,مدنين,,
جمعية ودادية موظفي ديوان تنمية الجنوب,ودادية,مدنين,,
جمعية ودادية أطباء جربة,ودادية,مدنين,,
جمعية ودادية التعاون,ودادية,مدنين,0,0
جمعية ودادية عملة وموظفي بلدية جرجيس,ودادية,مدنين,0,0
جمعية ودادية عملة وموظفي بلدية مدنين,ودادية,مدنين,75640041,75648748
جمعية قدماء المدرسة الإبتدائية بالسويحل,ودادية,مدنين,,
ودادية أعوان الصحة بمستشفى الصادق المقدم جربة,ودادية,مدنين,,
ودادية أعوان بلدية بنقردان,ودادية,مدنين,75710005,75710037
ودادية أعوان بلدية جربة ميدون,ودادية,مدنين,75730220,75730211
ودادية الحكام بحومة السوق جربة,ودادية,مدنين,75622235,75622235
المجلس الإستشاري بالمدرسة الإبتدائية بغيزن جربة,ثقافية،فنية,مدنين,,
الجمعية الأمازيغية بجربة,ثقافية،فنية,مدنين,,
الجمعية المحلية للمحافظة على القرآن الكريم سيدي مخلوف,ثقافية،فنية,مدنين,,
الجمعية المحلية لتعليم الكبار بني خداش,ثقافية،فنية,مدنين,,
الجمعية التونسية للتنمية الأسرية,ثقافية،فنية,مدنين,52681447,
الجمعية الثقافية لمتكلمي اللغة الألمانية جربة,ثقافية،فنية,مدنين,,
الجمعية الثقافية الأصالة بالرقوبة الشرقية,ثقافية،فنية,مدنين,,
الجمعية الثقافية الإجتماعية بكوتين,ثقافية،فنية,مدنين,,
الجمعية الثقافية نوافذ,ثقافية،فنية,مدنين,75644595,75643044
الجمعية القرآنية ذي النورين,ثقافية،فنية,مدنين,,
الجمعية القرآنية ببني خداش,ثقافية،فنية,مدنين,,
الجمعية القرآنية بجربة أجيم,ثقافية،فنية,مدنين,75660847,0
الجمعية القرآنية حومة السوق,ثقافية،فنية,مدنين,0,0
الجمعية خالد ابن الوليد للقرآن الكريم,ثقافية،فنية,مدنين,,
الهيئة الجهوية لمضائف وسياحة الشباب,ثقافية،فنية,مدنين,,
جمعية أحباء دار الشباب بمليتة,ثقافية،فنية,مدنين,,
جمعية مهرجان سيدي مخلوف,ثقافية،فنية,مدنين,0,0
جمعية المنتدى الثقافي بمدنين,ثقافية،فنية,مدنين,,
جمعية المنتدى بمدنين,ثقافية،فنية,مدنين,,
"جمعية "" تواصل"" للنشاط الثقافي",ثقافية،فنية,مدنين,75632032,75632839
"جمعية ""تغوري دصح"" لمنتجي الفخار بقلالة",ثقافية،فنية,مدنين,,
"جمعية ""غازي"" للفكر والإيداع",ثقافية،فنية,مدنين,0,0
جمعية مالك بن انس للقرآن الكريم بمدنين,ثقافية،فنية,مدنين,,
جمعية مثقفون بلا حدود,ثقافية،فنية,مدنين,97288323,75631159
جمعية مجاز للثقافة والفنون,ثقافية،فنية,مدنين,,
جمعية أحباء مركز التربصات والإصطياف مرسى القصيبة بنقردان,ثقافية،فنية,مدنين,0,0
جمعية أحباء مركز التربصات والإصطياف أغير بجربة,ثقافية،فنية,مدنين,,
جمعية أحباء المركز الجهوي للإعلامية الموجهة للطفل بمدنين,ثقافية،فنية,مدنين,0,0
جمعية أحباء المركز الوطني للتربصات والتكوين المستمر بحومة السوق جربة,ثقافية،فنية,مدنين,0,0
جمعية أحباء المكتبة الجهوية بمدنين,ثقافية،فنية,مدنين,97736398,
جمعية أحباء المكتبة و الكتاب بمدنين,ثقافية،فنية,مدنين,75640021,
جمعية أحباء المكتبة و الكتاب بجرجيس,ثقافية،فنية,مدنين,0,0
جمعية أحباء المكتبة و الكتاب حومة السوق جربة,ثقافية،فنية,مدنين,,
جمعية أحباء المكتبة والكتاب بمدنين,ثقافية،فنية,مدنين,0,0
جمعية أحباء المكتبة والكتاب ببني خداش,ثقافية،فنية,مدنين,,
جمعية أحباء الذاكرة بأم التمر,ثقافية،فنية,مدنين,,
جمعية أحباء نادي الشباب مدنين,ثقافية،فنية,مدنين,,
جمعية أحباء نادي الشباب بنقردان,ثقافية،فنية,مدنين,,
جمعية أحباء نادي الشباب و الثقافة ببني معقل,ثقافية،فنية,مدنين,0,0
جمعية أحباء وحدة تنشيط الأحياء مدنين,ثقافية،فنية,مدنين,75643368,0
جمعية مركز الإمام مالك للحديث والأثر بمدنين,ثقافية،فنية,مدنين,55208810,
جمعية أصدقاء المدينة,ثقافية،فنية,مدنين,,
جمعية مسرح مدنين,ثقافية،فنية,مدنين,0,0
جمعية مسرح التجريب بمدنين,ثقافية،فنية,مدنين,,
جمعية مسرح الهواة بنقردان,ثقافية،فنية,مدنين,,
جمعية أعوان وزارة الداخلية بمدنين,ثقافية،فنية,مدنين,75642651,75642651
جمعية مهرجان المدينة بجرجيس,ثقافية،فنية,مدنين,0,0
جمعية مهرجان القرى الجبلية ببني خداش,ثقافية،فنية,مدنين,0,0
جمعية مهرجان مدنين الثقافي,ثقافية،فنية,مدنين,,
جمعية مهرجان الزيتونة,ثقافية،فنية,مدنين,0,0
جمعية مهرجان الفروسية ببنقردان,ثقافية،فنية,مدنين,,
جمعية مهرجان الإسفنج بجرجيس,ثقافية،فنية,مدنين,0,0
جمعية مهرجان الطفل بجرجيس,ثقافية،فنية,مدنين,0,0
جمعية مهرجان القصور الجبلية بني خداش,ثقافية،فنية,مدنين,,
جمعية مهرجان جربة الدولي,ثقافية،فنية,مدنين,0,0
جمعية مهرجان ورغمة للتراث بمدنين,ثقافية،فنية,مدنين,20952880,
جمعية مهرجان ضو لطرش للشعر الشعبي,ثقافية،فنية,مدنين,0,0
جمعية أنير للفنون التشكيلية,ثقافية،فنية,مدنين,0,0
جمعية أوفياء صامدون,ثقافية،فنية,مدنين,,
جمعية منوال للدراسات الفكرية والسياسية,ثقافية،فنية,مدنين,,
جمعية لوطوس للثقافة والفنون,ثقافية،فنية,مدنين,0,0
جمعية لوقوس,ثقافية،فنية,مدنين,,
جمعية لقاءات الجزيرة,ثقافية،فنية,مدنين,,
جمعية الملعب الفلاحي بمدنين للرياضة و الثقافة و الشغل,ثقافية،فنية,مدنين,0,0
جمعية المحاظفة على القرآن الكريم ببني قردان,ثقافية،فنية,مدنين,,
جمعية المحافظة على الآثار والتراث ببوغرارة,ثقافية،فنية,مدنين,0,0
جمعية المحافظة على القرآن الكريم بن قردان,ثقافية،فنية,مدنين,92934732,
جمعية المحبة قلالة جربة,ثقافية،فنية,مدنين,,
جمعية المحطة التعاونية المتوسطية,ثقافية،فنية,مدنين,,
جمعية المركز المغاربي للتصوير,ثقافية،فنية,مدنين,,
جمعية المعماريين بجربة,ثقافية،فنية,مدنين,,
جمعية المعرفة حومة السوق جربة,ثقافية،فنية,مدنين,,
جمعية المهرجان الدولي للفنون جربة ميدون,ثقافية،فنية,مدنين,0,0
جمعية المنتدى للفكر والفنون,ثقافية،فنية,مدنين,,
جمعية المنتدى الثقافي ببنقردان,ثقافية،فنية,مدنين,,
جمعية الأنصار الإسلامية,ثقافية،فنية,مدنين,,
جمعية اللقاء الثقافي,ثقافية،فنية,مدنين,,
جمعية المكتبات العمومية بجربة,ثقافية،فنية,مدنين,0,0
جمعية امام نجم للثقافة الملتزمة,ثقافية،فنية,مدنين,,
جمعية التثقيف الإعلامي مدنين,ثقافية،فنية,مدنين,58525398,
جمعية التعاون الإسلامية,ثقافية،فنية,مدنين,,
جمعية التنمية وحماية التراث بالقصبة بني خداش,ثقافية،فنية,مدنين,,
جمعية التنشيط الثقافي بجربة,ثقافية،فنية,مدنين,,
جمعية الثقافة والتنمية حومة السوق,ثقافية،فنية,مدنين,23094032,
جمعية التقوى للعمل الخيري جربة آجيم,ثقافية،فنية,مدنين,,
جمعية التقوى لتحفيظ القرآن جربة,ثقافية،فنية,مدنين,75623460,0
جمعية الحمام الزاجل,ثقافية،فنية,مدنين,0,0
جمعية الخير الإسلامية مدنين,ثقافية،فنية,مدنين,,
جمعية الديوان الرياضي بالجنوب بمدنين,ثقافية،فنية,مدنين,75641747,75641747
جمعية الحرية,ثقافية،فنية,مدنين,,
جمعية الخوارزمي للنشاط الثقافي بالمعهد العالي للإعلامية بمدنين,ثقافية،فنية,مدنين,0,0
جمعية الرابطة القلمية بمدنين,ثقافية،فنية,مدنين,26600120,75643774
جمعية الشيخ سالم الثقافية,ثقافية،فنية,مدنين,22494160,0
جمعية العمل التنموي بواد الأمل بواد صغار,ثقافية،فنية,مدنين,,
جمعية العمل التنموية,ثقافية،فنية,مدنين,,
جمعية العروبة للفروسية,ثقافية،فنية,مدنين,,
جمعية الفروسية لإحياء التراث سيدي مخلوف,ثقافية،فنية,مدنين,0,0
جمعية الفروسية وتربية الخيول ببني خداش,ثقافية،فنية,مدنين,0,0
جمعية الفرقان لتعليم القرآن بجرجيس,ثقافية،فنية,مدنين,75681120,0
جمعية الفرقان لعلوم القرآن والسنة بمدنين,ثقافية،فنية,مدنين,,
جمعية الفنون التشكيلية بجرجيس,ثقافية،فنية,مدنين,,
جمعية الإبداع الثقافي وإحياء التراث بمدنين,ثقافية،فنية,مدنين,,
جمعية الهداية مدنين,ثقافية،فنية,مدنين,0,0
جمعية الإشراق المسرحي ببني خداش,ثقافية،فنية,مدنين,,
جمعية النادي التونسي للسياحة حومة السوق جربة,ثقافية،فنية,مدنين,75650146,75653317
جمعية النادي العدلي بمدنين,ثقافية،فنية,مدنين,,
جمعية الناظور الثقافي المتوسطي للفنون,ثقافية،فنية,مدنين,,
جمعية النجمة الزهراء للمسرح ببن قردان,ثقافية،فنية,مدنين,0,0
جمعية النجاح بجربة,ثقافية،فنية,مدنين,,
جمعية الوشم الأدبي,ثقافية،فنية,مدنين,0,0
جمعية النهوض المسرحي بجربة حومة السوق,ثقافية،فنية,مدنين,,
جمعية النور القرآنية بميدون,ثقافية،فنية,مدنين,,
جمعية الكهرباء و الغاز بجربة,ثقافية،فنية,مدنين,,
جمعية بدوين الثقافية,ثقافية،فنية,مدنين,,
جمعية تعليم الكبار بجربة ميدون,ثقافية،فنية,مدنين,0,0
جمعية تعليم الكبار بحومة السوق جربة,ثقافية،فنية,مدنين,,
جمعية تعبيرة حرة,ثقافية،فنية,مدنين,0,0
جمعية جربة للآثار جربة,ثقافية،فنية,مدنين,,
جمعية جربة لهواة جمع الطوابع البريدية,ثقافية،فنية,مدنين,,
جمعية جربة الفريدة,ثقافية،فنية,مدنين,,
جمعية دعم الانشطة الثقافية والاجتماعية بالادارة الجهوية,ثقافية،فنية,مدنين,,
جمعية جواد للفروسية بني خداش,ثقافية،فنية,مدنين,,
جمعية جكتيس للإعلام الحر,ثقافية،فنية,مدنين,28126295,0
جمعية روافد التربية,ثقافية،فنية,مدنين,28382684,0
جمعية رؤيا لجرجيس المدينة,ثقافية،فنية,مدنين,97738215,0
جمعية سباق الخيل بمدنين,ثقافية،فنية,مدنين,0,0
جمعية صيانة مدينة جربة,ثقافية،فنية,مدنين,75620940,75620940
جمعية صيانة القصور والمحافظة على التراث ببني خداش,ثقافية،فنية,مدنين,0,0
جمعية سيدي أحمد لحجل,ثقافية،فنية,مدنين,,
جمعية سينما الهواء الطلق بجرجيس,ثقافية،فنية,مدنين,0,0
جمعية سفر للثقافة والتنشيط السياحي,ثقافية،فنية,مدنين,95778908,0
جمعية عشاق الركح,ثقافية،فنية,مدنين,0,0
جمعية فرقة المنيار للموسيقى والغناء,ثقافية،فنية,مدنين,0,0
جمعية فكرة للثقافة والتنمية,ثقافية،فنية,مدنين,,
جمعية هدي الحبيب,ثقافية،فنية,مدنين,52579154,0
جمعية إحياء التراث بسيدي مخلوف,ثقافية،فنية,مدنين,0,0
جمعية إحياء التراث والقطاع السياحي والصناعات التقليدية بمدنين,ثقافية،فنية,مدنين,75632188,
جمعية هيئة جامع الغرباء,ثقافية،فنية,مدنين,,
جمعية إرادة للثقافة والتنمية البشرية,ثقافية،فنية,مدنين,75717050,
جمعية إقرأ وارتق-الماي جربة,ثقافية،فنية,مدنين,20241915,
جمعية نادي الصحافة والإعلام بنقردان,ثقافية،فنية,مدنين,,
جمعية وذكر بنقردان,ثقافية،فنية,مدنين,98463398,
جمعية نور البيان لتعليم القرآن,ثقافية،فنية,مدنين,,
جمعية نور الهداية بجربة,ثقافية،فنية,مدنين,53008512,75622406
جمعية قدماء المدرسة الإبتدائية بالماي,ثقافية،فنية,مدنين,,
جمعية قدماء التلاميذ المعهد الفني بجربة حومة السوق,ثقافية،فنية,مدنين,75650519,75650519
جمعية كارتاقو الجري من أجل تونس,ثقافية،فنية,مدنين,,
جمعية كشاف بلادي,ثقافية،فنية,مدنين,,
جمعية كهربائيي معدات الملاحة الجوية,ثقافية،فنية,مدنين,,
فرع جمعية جربة أكسيون,ثقافية،فنية,مدنين,95906726,
نادي المرأة حومة السوق جربة,ثقافية،فنية,مدنين,,
نادي العهد الجديد للطيران بجربة,ثقافية،فنية,مدنين,0,0
نادي بلدية مدنين للرياضة والثقافة والشغل,ثقافية،فنية,مدنين,75648748,75648748
المكتب الجهوي للجمعية التونسية للعمل التطوعي بمدنين,خيرية اجتماعية,مدنين,,
الاتحاد المحلي للمكفوفين مدنين,خيرية اجتماعية,مدنين,75640986,75640986
الجمعية المحلية للتضامن الإجتماعي ببن قردان,خيرية اجتماعية,مدنين,,
الجمعية المحلية للنهوض الإجتماعي بنقردان,خيرية اجتماعية,مدنين,,
الجمعية المحلية لرعاية المسنين بنقردان,خيرية اجتماعية,مدنين,75718641,0
الجمعية المشركة للصحة السلامة المهنية بمدنين,خيرية اجتماعية,مدنين,75643857,75643857
الجمعية الأهلية لرعاية الأيتام,خيرية اجتماعية,مدنين,,
الجمعية التونسية لمرضى السكري فرع بنقردان,خيرية اجتماعية,مدنين,75710450,75710450
الجمعية التونسية لمساعدة الصم مدنين,خيرية اجتماعية,مدنين,75642439,75642439
الجمعية التونسية لمساعدة الصم فرع بنقردان,خيرية اجتماعية,مدنين,75711249,75711249
الجمعية التونسية لمساعدة الصم فرع جرجيس,خيرية اجتماعية,مدنين,75684040,75684040
الجمعية الخيرية بقلالة,خيرية اجتماعية,مدنين,,
الجمعية الجهوية للتنظيم العائلي,خيرية اجتماعية,مدنين,75640408,75640408
الجمعية الجهوية للإسعاف و الطب الإستعجالي بمدنين,خيرية اجتماعية,مدنين,0,0
الجمعية الجهوية للقران الكريم,خيرية اجتماعية,مدنين,,
الجمعية الجهوية لرعاية المسنين مدنين,خيرية اجتماعية,مدنين,75648696,75640907
الجمعية الجهوية لإنصاف المقاومين من أجل إستقلال تونس بمدنين,خيرية اجتماعية,مدنين,96695594,
الجمعية السند لتشغيل حاملي الشهائد العليا العاطلين عن العمل بنقردان,خيرية اجتماعية,مدنين,53200121,
الجمعية الإسلامية الخيرية,خيرية اجتماعية,مدنين,,
الجمعية الطبية للرعاية الصحية بالجنوب,خيرية اجتماعية,مدنين,,
الرابطة الجهوية لمقاومة السل,خيرية اجتماعية,مدنين,75642300,75642300
الفرع المحلي لرعاية المسنين بأجيم,خيرية اجتماعية,مدنين,96251550,75661170
الإتحاد المحلي للمكفوفين بجربة,خيرية اجتماعية,مدنين,75650120,75650120
الإتحاد المحلي للمكفوفين بجرجيس,خيرية اجتماعية,مدنين,7569021,7569021
الإتحاد التونسي للإعانة المتخلفين ذهنيا بن قردان,خيرية اجتماعية,مدنين,75713430,75713430
الإتحاد التونسي لرعاية المتخلفين ذهنيا بحومة السوق,خيرية اجتماعية,مدنين,75651561,75651561
الإتحاد التونسي لإعانة المتخلفين ذهنيا بسيدي مخلوف,خيرية اجتماعية,مدنين,,
الإتحاد التونسي لإعانة المتخلفين ذهنيا فرع مدنين,خيرية اجتماعية,مدنين,,
الإتحاد التونسي لإعانة المتخلفين ذهنيا فرع بني خداش,خيرية اجتماعية,مدنين,,
الهيئة الجهوية للهلال الأحمر التونسي بمدنين,خيرية اجتماعية,مدنين,75640786,
جمعية التنمية والتضامن بورجيجن,خيرية اجتماعية,مدنين,,
"جمعية ""سند"" لحماية وتأطير الشباب",خيرية اجتماعية,مدنين,,
جمعية أمل لمرضى الفشل الكلوي بمدنين,خيرية اجتماعية,مدنين,28018017,
جمعية أمل اليتيم بني خداش مدنين,خيرية اجتماعية,مدنين,75637024,
جمعية أمل الخيرية قصر المحاضة مدنين,خيرية اجتماعية,مدنين,,
جمعية أمل غيزن,خيرية اجتماعية,مدنين,53662516,0
جمعية مبادرة مدنين,خيرية اجتماعية,مدنين,,
جمعية مركز الأمل للتوحد بمدنين,خيرية اجتماعية,مدنين,75642228,
جمعية أصحاب الشهائد العليا المعطلين عن العمل مدنين,خيرية اجتماعية,مدنين,,
جمعية أصحاب الشهائد العليا المعطلين عن العمل بجربة,خيرية اجتماعية,مدنين,75655277,
جمعية أصحاب الشهائد العليا المعطلين عن العمل بني خداش,خيرية اجتماعية,مدنين,,
جمعية آفاق للنهوض بالعمل الإجتماعي بمدنين,خيرية اجتماعية,مدنين,0,0
جمعية أفصيل الخيرية,خيرية اجتماعية,مدنين,,
جمعية أهل الخير مدنين,خيرية اجتماعية,مدنين,0,0
جمعية أولياء وأصدقاء الأطفال المتوحدين,خيرية اجتماعية,مدنين,,
جمعية الأمل لإعانة الأطفال ذوي الإحتياجات الخاصة,خيرية اجتماعية,مدنين,,
جمعية الأمل بسدويكش جربة,خيرية اجتماعية,مدنين,0,0
