pres,leg,plus70,61_70,51_60,41_50,31_40,22_30,18_21,men,women,center,deleg,circ
65.72,72.28,6.85,8.06,15.36,21.69,23.69,18.56,5.79,55.4,44.6,م إبتدائية شارع بورقيبة - جبنيانة,جبنيانة,Sfax 1
65.53,73.89,4.46,10.16,14.5,20.51,23.17,21.56,5.64,47.83,52.17,م إبتدائية 2مارس34 جبنيانة ,جبنيانة,Sfax 1
69.57,74.64,3.31,8.29,19.78,20.77,20.55,21.77,5.53,50.17,49.83,م إبتدائية حي الحدائق - جبنيانة,جبنيانة,Sfax 1
40.68,50.54,6.45,9.14,11.65,17.2,32.98,17.74,4.84,55.91,44.09,م إبتدائية المساترية - جبنيانة,جبنيانة,Sfax 1
52.58,58.72,9.34,8.6,15.23,17.69,25.55,20.15,3.44,60.44,39.56,م إبتدائية مركز العجمي - بطرية ,بطرية ,Sfax 1
54.23,59.52,6.91,7.17,14.61,20.85,20.98,22.84,6.64,69.58,30.42,م إبتدائية اولاد بوسميـر - بطرية ,بطرية ,Sfax 1
53.75,57.82,6.85,5.78,14.13,20.56,25.7,23.98,3,58.03,41.97,م إبتدائية بطــرية ,بطرية ,Sfax 1
45.29,57.01,9.89,7.82,14.02,25.06,20.92,19.31,2.99,57.93,42.07,م إبتدائية سيدي عبدالعزيز - بطرية ,بطرية ,Sfax 1
58.16,66.47,12.76,9.5,17.21,18.84,24.04,14.24,3.41,59.79,40.21,م إبتدائية المجاذبــة - بلتش,بلتش,Sfax 1
47.21,54.77,6.49,9.37,16.4,18.02,26.31,21.08,2.34,66.13,33.87,م إبتدائية المناصرية - بلتش,بلتش,Sfax 1
71.87,74.81,5.7,7.62,13.93,20.35,25.39,22.75,4.26,60.17,39.83,م إبتدائية حزق 1,حزق,Sfax 1
56.3,69.97,6.25,8.3,14.12,20.47,26.83,19.4,4.63,73.09,26.91,م إبتدائية أولاد منصـر - حزق,حزق,Sfax 1
64.64,80.11,7.73,8.29,12.16,17.68,27.07,22.65,4.42,64.64,35.36,م إبتدائية العقاقشـــة - حزق,حزق,Sfax 1
65.69,68.62,4.97,7,17.38,26.19,21.9,20.54,2.03,67.95,32.05,م إبتدائية حزق 2,حزق,Sfax 1
55.3,68.73,7.24,9.43,17.57,21.58,19.9,19.9,4.39,58.79,41.21,م إبتدائية القـلالجــة,القلالجة,Sfax 1
55.69,63.15,6.86,6.65,13.31,19.96,27.65,22.25,3.33,53.21,46.79,م إبتدائية الدرابلــة - القلالجة,القلالجة,Sfax 1
48.83,59.74,6.41,7.61,16.05,19.07,23.44,23.59,3.84,58.39,41.61,م إبتدائية العجانقـة,العجانقة,Sfax 1
54.28,62.83,8.02,8.82,13.1,20.32,27.81,17.11,4.81,76.47,23.53,م إبتدائية الجبارنــة - العجانقة,العجانقة,Sfax 1
56.79,70.2,6.56,7.66,16.09,18.91,21.09,24.06,5.63,65.68,34.32,م إبتدائية اولاد حميدة - العجانقة,العجانقة,Sfax 1
48.8,62.5,10.84,9.64,10.84,20.48,27.95,18.07,2.17,65.63,34.38,م إبتدائية الغراســة - العجانقة,العجانقة,Sfax 1
63.54,69.27,8.6,11.46,18.58,21.64,19.57,16.5,3.66,55.14,44.86,م إبتدائية اللــوزة ,اللوزة,Sfax 1
58.1,67.72,6.08,7.99,13.31,21.42,26.24,20.91,4.06,55.82,44.18,م إبتدائية دوار اللـواتـة - اللوزة,اللوزة,Sfax 1
49.1,62.36,5.88,8.05,12.12,20.07,27.85,22.24,3.8,60.38,39.62,م إبتدائية اولاد بوسيف - الحوض,الحوض,Sfax 1
45.88,57.18,7.78,7.55,17.69,20.76,22.64,18.87,4.72,77.18,22.82,م إبتدائية اولاد احمد - الحوض,الحوض,Sfax 1
38.24,53.61,10.97,5.96,14.73,24.45,22.57,17.24,4.08,62.7,37.3,م إبتدائية أولاد مجاهد - الحوض,الحوض,Sfax 1
77.51,81.12,5.21,7.85,15.8,21.04,21.99,22.48,5.64,54.1,45.9,م إبتدائية الأمانة - ساقية الدائر,ساقية الدائر,Sfax 1
78.23,80.67,5.87,9.14,18.54,19.29,20.65,21.6,4.91,54.98,45.02,م إبتدائية مركز الحطاب - ساقية الدائر,ساقية الدائر,Sfax 1
81.61,83.99,6.96,11.8,18.03,20.19,19.26,19.07,4.7,53.63,46.37,م إبتدائية ساقية الداير - الخيرية,الخيرية,Sfax 1
79.86,82.54,5.22,9.47,18.72,20.8,21.03,19.13,5.64,54.69,45.31,م إبتدائية شارع الرشاد - مركز السبعي,مركز السبعي,Sfax 1
76.32,77.82,4.81,8.15,19.52,19.81,21.9,21.48,4.35,57.77,42.23,م إبتدائية مركز السبعي ,مركز السبعي,Sfax 1
77.03,78.59,4.2,7.93,20.01,22.29,18.3,21.93,5.34,56.35,43.65,م إبتدائية سيدي بوعلي - مركز السبعي,مركز السبعي,Sfax 1
63.05,70.28,4.52,8.33,20.68,22.89,21.69,18.27,3.62,60.74,39.26,م إبتدائية الصداقة - مركز السبعي,مركز السبعي,Sfax 1
56.77,68.3,6.93,8.64,14.46,23.29,24.4,19.38,2.91,58.07,41.93,م إبتدائية البدارنة,البدارنة,Sfax 1
69.18,79.4,4.53,8.22,14.26,23.99,28.36,16.28,4.36,57.62,42.38,م إبتدائية السعادي طريق السلطنية - البدارنة,البدارنة,Sfax 1
74.89,78.3,4.01,7.67,21.07,20.36,19.65,21.17,6.09,54.54,45.46,م إبتدائية طريق حبانة - سيدي منصور,سيدي منصور,Sfax 1
66.62,71.21,7.54,10.5,19.61,23.38,21.37,16.97,0.63,58.58,41.42,م إبتدائية سيدي منصور,سيدي منصور,Sfax 1
63.7,69.44,3.66,7.13,17.33,17.33,22.67,23.96,7.92,51.24,48.76,م إبتدائية الحي الجديد - سيدي منصور,سيدي منصور,Sfax 1
69.72,72.76,2.04,8.74,20.69,18.59,22.31,22.49,5.14,49.85,50.15,م إبتدائية الحي البلدي - حي بورقيبة,حي بورقيبة,Sfax 1
77.25,81.05,5.68,10.99,17.97,20.97,20.25,18.63,5.52,56.37,43.63,م إبتدائية حي بورقيبة 1,حي بورقيبة,Sfax 1
67.63,71.75,4.79,8.28,17.27,18.02,25.3,22.33,4.01,49.18,50.82,م إبتدائية حي بورقيبة 2,حي بورقيبة,Sfax 1
72.56,75.69,4.56,10.81,19.4,18.57,20.56,21.38,4.73,54,46,م إبتدائية الخليج - حي بورقيبة,حي بورقيبة,Sfax 1
77.29,81.67,4.3,10.05,19.98,19.98,19.41,21.46,4.82,54.38,45.62,م إبتدائية عين بن سليمة - السلطنية,السلطينة,Sfax 1
80.5,83.25,4.83,9.43,18.17,22,19.25,20.29,6.03,54.86,45.14,م إبتدائية السلطنية كلم 7 - السلطنية,السلطينة,Sfax 1
72.05,74.68,3.01,7.22,18.57,21.43,22.93,21.88,4.96,55.75,44.25,م إبتدائية حي ملاك - السلطنية,السلطينة,Sfax 1
76.21,80.04,7.87,9.5,18.1,21.57,19.81,18.51,4.65,53.93,46.07,م إبتدائية الكمال كعنيش,مركز كعنيش,Sfax 1
80.89,85.55,5.77,9.87,18.66,18.97,21.38,20.19,5.16,53.59,46.41,م إبتدائية مركز بشة - مركز كعنيش,مركز كعنيش,Sfax 1
70.36,69.6,10.35,10.96,20.7,19.94,17.05,17.66,3.35,52.89,47.11,م إبتدائية حي الأمل كعنيش,مركز كعنيش,Sfax 1
73.99,76.47,5.73,10.6,18.96,21.52,21.05,18.11,4.03,54.33,45.67,م إبتدائية 14 جانفي السلطنية - مركز كعنيش,مركز كعنيش,Sfax 1
80.6,83.81,5.03,9.44,17.54,17.76,23.14,22.12,4.98,57.38,42.62,م إبتدائية الفوز - ساقية الزيت,ساقية الزيت,Sfax 1
81.43,85.32,7.62,9.65,18.1,20.3,21,17.84,5.5,55.32,44.68,م إبتدائية شارع بورقيبة - ساقية الزيت,ساقية الزيت,Sfax 1
81.36,84.88,5.84,9.11,17.44,19.72,18.97,21.42,7.5,54.31,45.69,م إبتدائية شارع الزيادي - ساقية الزيت,ساقية الزيت,Sfax 1
78.64,82.59,7.87,12.89,17.49,17.59,19.97,18.91,5.28,54.01,45.99,م إبتدائية مركز الشيشمة - مركز بوعصيدة,مركز بوعصيدة,Sfax 1
79.39,82.44,6.36,9.05,20.34,19.98,18.1,19.71,6.45,51.97,48.03,م إبتدائية الثريا - مركز بوعصيدة,مركز بوعصيدة,Sfax 1
78.84,83.2,7.67,9.59,18.31,20.49,18.63,20.57,4.74,52.81,47.19,م إبتدائية خالد ابن الوليد - مركز بوعصيدة,مركز بوعصيدة,Sfax 1
77.81,81.94,7.48,8.59,18.32,21.94,20.06,18.85,4.76,53.58,46.42,م إبتدائية شارع الهادي شاكر - السدرة,السدرة,Sfax 1
79.04,82.79,5.91,8.48,17.21,23.42,22.09,17.98,4.93,56.96,43.04,م إبتدائية الوادي - السدرة,السدرة,Sfax 1
81.14,82.95,6.65,8.6,17.5,20.43,21.36,20.19,5.28,55.64,44.36,م إبتدائية البشرى - السدرة,السدرة,Sfax 1
81.9,84.6,5.44,8.66,18.28,20.23,21.43,20.41,5.56,55.69,44.31,م إبتدائية مركز السدرة,السدرة,Sfax 1
80.52,83.04,4.82,7.6,19.91,21.53,20.01,20.59,5.55,57.75,42.25,م إبتدائية شارع الحرية - السدرة,السدرة,Sfax 1
71.09,76.87,3.92,6.49,18.26,26.62,24.23,16.04,4.44,52.38,47.62,م إبتدائية المثابرة - السدرة,السدرة,Sfax 1
69.8,75.38,3.93,7.61,20.05,26.4,18.4,18.02,5.58,56.98,43.02,م إبتدائية العهد الجديد - السدرة,السدرة,Sfax 1
77.05,81.82,1.61,3.67,16.84,31.42,19.71,17.7,9.05,52.94,47.06,م إبتدائية الأنس - السدرة,السدرة,Sfax 1
81.55,83.52,7.39,11.01,16.34,19.7,21.53,18.71,5.33,51.72,48.28,م إبتدائية البساتين مركز العروي - الشيحية,الشيحية,Sfax 1
81.48,83.99,6.35,10.39,17.22,19.73,20.68,19.51,6.13,52.9,47.1,م إبتدائية الاصلاح الشيحية ,الشيحية,Sfax 1
80.82,83.94,6.06,9.21,17.4,19.86,21.35,20.65,5.47,55.33,44.67,م إبتدائية البدر الشيحية ,الشيحية,Sfax 1
78.86,82.5,4.76,7.64,18.2,20.58,22.16,21.04,5.63,54.04,45.96,م إبتدائية الشيحية الشمالية,الشيحية,Sfax 1
72.55,76.78,4.4,8.8,20.96,21.04,21.04,19.12,4.64,52.35,47.65,م إبتدائية المنارة - الشيحية,الشيحية,Sfax 1
77.26,80.84,4.09,9.28,19.1,22.26,19.17,20.88,5.23,52.57,47.43,م إبتدائية الإمام سحنون - الشيحية,الشيحية,Sfax 1
80.62,83.68,6.51,10.03,17.74,21.4,19.47,20.07,4.78,50.96,49.04,م إبتدائية ابن رشيق - الشيحية,الشيحية,Sfax 1
57.92,61.39,5.45,7.92,19.8,27.72,24.75,11.88,2.48,72.28,27.72,م إبتدائية بئر عباس - تنيور,تنيور,Sfax 1
62.5,71.18,5.62,8.54,16.41,21.35,23.9,20.67,3.52,58.38,41.62,م إبتدائية سيدي صالح,سيدي صالح,Sfax 1
61.63,55.97,13.87,11.33,17.23,21.04,15.03,18.32,3.18,51.24,48.76,م إبتدائية العطايا ,العطايا,Sfax 1
68.76,75.61,10.97,13.49,18.4,19.59,17.38,16.19,3.98,54.09,45.91,م إبتدائية الرملة,الرملة,Sfax 1
66.44,74.91,13.08,12.39,18.42,18.76,15.84,16.35,5.16,56.28,43.72,م إبتدائية أولاد بوعلي - الرملة,الرملة,Sfax 1
69.31,72.92,13.36,20.22,16.61,15.52,16.25,15.16,2.89,54.51,45.49,م إبتدائية أولاد يانق - سيدي فرج,سيدي فرج,Sfax 1
50.86,56.95,9.19,8.92,15.83,21.91,19.28,20.32,4.56,57.5,42.5,م إبتدائية 2مارس مليتة ,مليتة,Sfax 1
56.85,77.4,9.59,8.22,17.12,17.81,23.97,20.55,2.74,61.64,38.36,م إبتدائية أولاد عزالدين - مليتة,مليتة,Sfax 1
54,59.79,15.3,10.78,14.37,21.32,19.24,15.53,3.48,51.1,48.9,م إبتدائية النجاة ,النجاة,Sfax 1
64.99,68.07,15.27,7.14,16.25,22.83,15.41,18.63,4.48,51.96,48.04,م إبتدائية القراطن ,القراطن,Sfax 1
73.12,79.05,16.21,14.63,20.36,16.01,17.79,12.45,2.57,57.51,42.49,م إبتدائية أولاد قاسم ,أولاد قاسم,Sfax 1
62.29,68.12,7.82,9.06,16,22.77,22.65,17.06,4.65,53.35,46.65,م إبتدائية 2مارس 34 منزل شاكر,منزل شاكر,Sfax 1
67.46,77.27,7.73,11.89,13.67,23.03,24.67,14.86,4.16,60.33,39.67,م إبتدائية الرياض بوجربوع,بوجوبوع,Sfax 1
58.93,72.16,9.77,10.23,13.26,19.07,28.37,15.81,3.49,55.92,44.08,م إبتدائية الشوشة - بوجوبوع,بوجوبوع,Sfax 1
59.24,69.19,8.29,9.01,16.59,27.01,17.06,18.25,3.79,59.48,40.52,م إبتدائية بوجربوع الشمالية,بوجوبوع,Sfax 1
65.77,76.61,9.44,7.73,14.06,26.82,25.11,13.31,3.54,64.48,35.52,م إبتدائية ماجل الدرج,ماجل الدرج,Sfax 1
62.16,74.32,8.11,10.81,15.32,26.13,20.27,18.02,1.35,56.76,43.24,م إبتدائية القوادرية - ماجل الدرج,ماجل الدرج,Sfax 1
69.79,79.46,4.83,5.14,12.09,24.47,28.7,19.34,5.44,62.54,37.46,م إبتدائية بئر الملولي,بئر الملولي,Sfax 1
55.11,67.8,6.19,10.84,14.55,19.2,25.08,17.65,6.5,66.87,33.13,م إبتدائية بشكة,بشكة,Sfax 1
55.34,62.62,12.2,10.24,13.17,20.49,21.46,17.56,4.88,79.61,20.39,م إبتدائية زعيبيط - بشكة,بشكة,Sfax 1
62.59,71.54,10.83,8.82,16.37,23.43,18.26,16.63,5.67,46.47,53.53,م إبتدائية بوثدي,بوثدي,Sfax 1
63.89,78.7,3.7,7.41,17.59,12.04,33.33,17.59,8.33,70.37,29.63,م إبتدائية العقاير - بوثدي,بوثدي,Sfax 1
54.22,68.83,5.19,9.74,15.58,21.1,24.35,18.51,5.52,71.43,28.57,م إبتدائية أولاد يوسف الشمالية - البقعة البيضاء,البقعة البيضاء,Sfax 1
62.99,76.77,4.72,8.66,10.63,23.62,27.17,20.87,4.33,59.45,40.55,م إبتدائية بئر بن عياد - البقعة البيضاء,البقعة البيضاء,Sfax 1
63.93,75.34,4.57,6.39,23.74,20.55,22.83,17.81,4.11,63.93,36.07,م إبتدائية المراعية - العوادنة,العوادنة,Sfax 1
55.04,64.73,10.47,10.47,13.95,21.32,22.87,15.5,5.43,66.67,33.33,م إبتدائية مركز البرمكي - العوادنة,العوادنة,Sfax 1
55.56,66.96,7.6,6.14,15.21,21.64,25.15,18.42,5.85,64.62,35.38,م إبتدائية البرمكي 2 - العوادنة,العوادنة,Sfax 1
41.21,50.98,6.94,10.85,16.49,21.04,26.46,17.14,1.09,67.25,32.75,م إبتدائية وادي الظل - العوادنة,العوادنة,Sfax 1
72.75,60.1,8.52,9.25,17.03,20.44,21.41,21.17,2.19,61.31,38.69,م إبتدائية تليل العجلة ,تليل العجلة,Sfax 1
58.24,62.06,9.41,9.12,21.18,17.06,21.77,15.59,5.88,56.18,43.82,م إبتدائية ليماية - تليل العجلة,تليل العجلة,Sfax 1
63.83,73.76,8.51,7.09,12.77,21.28,31.21,17.02,2.13,55.32,44.68,م إبتدائية العوادنة - الأعشاش,الأعشاش,Sfax 1
64.02,62.48,5.38,7.17,13.32,22.02,25.86,22.41,3.84,64.02,35.98,م إبتدائية الأعشاش ,الأعشاش,Sfax 1
73.12,81.18,4.3,8.07,10.75,23.12,28.5,21.51,3.76,70.97,29.03,م إبتدائية الرحامنة - الأعشاش,الأعشاش,Sfax 1
61.53,68.04,5.72,9.22,14.63,16.06,28.94,22.42,3.02,62.64,37.36,م إبتدائية سوق الأعشاش,الأعشاش,Sfax 1
55.59,65.57,7.45,7.3,17.29,20.27,23.85,19.82,4.02,60.8,39.2,م إبتدائية الحاج قاسم 2,الحاج قاسم,Sfax 1
57.68,68.01,7.05,10.58,15.37,13.85,26.7,21.16,5.29,64.48,35.52,م إبتدائية الحاج قاسم 1,الحاج قاسم,Sfax 1
65.17,76.12,7.46,8.46,11.94,20.4,31.34,16.42,3.98,62.19,37.81,م إبتدائية الحاج قاسم 3,الحاج قاسم,Sfax 1
50.4,69.12,6.55,8.82,12.57,19.52,27.67,20.05,4.81,63.77,36.23,م إبتدائية فسقية التبن - شعلاب,شعلاب,Sfax 1
60,73.6,8.8,7.2,11.2,24.8,22.4,18.4,7.2,78.4,21.6,م إبتدائية أولاد سعادة - شعلاب,شعلاب,Sfax 1
58.16,71.43,7.14,6.12,13.27,22.96,27.55,17.86,5.1,67.86,32.14,م إبتدائية الطيايرة - شعلاب,شعلاب,Sfax 1
73.46,81.04,7.58,11.85,14.69,17.54,20.38,21.33,6.64,69.19,30.81,م إبتدائية المهاذبة - شعلاب,شعلاب,Sfax 1
56.76,58.92,7.46,8.43,10.6,17.73,27.35,26.05,2.38,76.43,23.57,م إبتدائية الغرايرة – صبيح,صبيح,Sfax 2
59.88,62.35,6.17,6.79,10.49,16.05,28.4,28.4,3.7,61.11,38.89,م إبتدائية صبيح النور – صبيح,صبيح,Sfax 2
53.2,45.96,5.29,10.03,15.32,16.16,22.56,27.02,3.62,63.79,36.21,م إبتدائية الشفافرة - الخضراء,الخضراء,Sfax 2
57.68,61.26,6.53,6.11,11.79,22.74,21.68,25.9,5.26,62.32,37.68,م إبتدائية المالحة - الخضراء,الخضراء,Sfax 2
63.64,68.18,6.2,7.85,16.12,17.77,25.62,24.79,1.65,61.16,38.84,م إبتدائية صبيح الشرقية - الخضراء,الخضراء,Sfax 2
80.41,73.2,9.28,3.61,12.37,23.2,24.74,25.77,1.03,59.28,40.72,م إبتدائية هنشير الرمث - الخضراء,الخضراء,Sfax 2
51.61,60.22,6.45,4.84,16.67,20.97,24.73,23.12,3.23,59.14,40.86,م إبتدائية صبيح الجنوبية - الخضراء,الخضراء,Sfax 2
69.48,64.79,5.16,9.86,9.86,18.31,26.76,27.23,2.82,64.79,35.21,م إبتدائية الحادثة - الخضراء,الخضراء,Sfax 2
48.79,52.66,8.21,6.76,13.04,15.46,21.26,32.37,2.9,59.9,40.1,م إبتدائية النوال ,نوال,Sfax 2
46.4,59.46,5.41,6.31,9.46,20.27,27.93,29.28,1.35,63.96,36.04,م إبتدائية نوال الجديدة - نوال,نوال,Sfax 2
49.72,60.22,10.5,8.84,16.58,16.58,23.76,22.65,1.11,53.59,46.41,م إبتدائية نوال الشمالية - نوال,نوال,Sfax 2
68.83,80.52,11.69,3.9,11.69,16.88,18.18,29.87,7.79,55.84,44.16,م إبتدائية الخبيات - نوال,نوال,Sfax 2
65.82,75.95,5.06,3.8,16.46,12.66,22.79,27.85,11.39,50.63,49.37,م إبتدائية وادي السروج - نوال,نوال,Sfax 2
68.57,73.1,3.94,5.87,14.41,21.78,24.64,24.1,5.27,54.98,45.02,م إبتدائية 2مارس 34 الصخيرة ,الصخيرة,Sfax 2
64.17,74.21,7.65,6.9,14.32,18.97,24.59,24.59,3,56,44,م إبتدائية سيدي مهذب - الصخيرة,الصخيرة,Sfax 2
71.06,76.53,6.75,6.11,15.43,19.29,22.51,24.12,5.79,56.27,43.73,م إبتدائية بوسعيد - الصخيرة,الصخيرة,Sfax 2
68.16,78.03,6.28,10.76,11.66,18.39,29.15,20.18,3.59,54.26,45.74,م إبتدائية حمادة فندق الشيباني - الصخيرة,الصخيرة,Sfax 2
57.41,67.13,7.41,6.02,14.35,17.59,28.7,23.61,2.32,63.43,36.57,م إبتدائية وادي النخلة - الصخيرة,الصخيرة,Sfax 2
67.96,72.77,5.26,7.32,12.82,20.37,28.15,21.97,4.12,52.17,47.83,م إبتدائية البشير المهذبي - الصخيرة,الصخيرة,Sfax 2
54.73,66.46,7.61,6.58,12.14,21.61,23.87,24.49,3.7,53.91,46.09,م إبتدائية الحمادة سيدي مهذب - الصخيرة,الصخيرة,Sfax 2
78.71,84.65,5.45,8.42,12.87,13.37,26.73,28.22,4.95,54.46,45.54,م إبتدائية الخوي - الصخيرة,الصخيرة,Sfax 2
71.55,75.6,5.69,5.82,10.37,17.32,26.8,29.58,4.43,57.65,42.35,م إبتدائية القنيطرة,القنيطرة,Sfax 2
69.03,73.52,6.86,6.62,11.11,15.6,21.99,33.57,4.26,72.1,27.9,م إبتدائية الجروالة الصخيرة - القنيطرة,القنيطرة,Sfax 2
65.29,78.24,5.88,5.29,10,17.06,31.18,27.65,2.94,61.18,38.82,م إبتدائية هنشير القصير - القنيطرة,القنيطرة,Sfax 2
64.01,67.82,6.23,6.57,14.19,26.99,23.18,21.45,1.38,58.48,41.52,م إبتدائية الساطور - القنيطرة,القنيطرة,Sfax 2
64.42,69.16,8.76,6.39,10.95,20.26,26.1,25,2.56,60.04,39.96,م إبتدائية سيدي محمد نويقص - سيدي محمد,سيدي محمد,Sfax 2
61.82,65.91,6.82,7.27,12.05,18.86,27.73,24.55,2.73,55.68,44.32,م إبتدائية المغذية1 - سيدي محمد,سيدي محمد,Sfax 2
58.82,61.94,7.61,6.57,16.96,16.96,19.72,25.95,6.23,57.79,42.21,م إبتدائية الشوكات - سيدي محمد,سيدي محمد,Sfax 2
57.51,65.57,6.23,5.86,13.55,21.98,20.88,27.11,4.4,56.41,43.59,م إبتدائية حمادة أولاد النفاتي - سيدي محمد,سيدي محمد,Sfax 2
60.29,58.33,8.82,5.88,16.18,23.53,19.12,23.53,2.94,56.37,43.63,م إبتدائية المغذية2 - سيدي محمد,سيدي محمد,Sfax 2
62.95,74.3,7.57,5.63,11.35,21.44,27.74,22.5,3.78,57.81,42.19,م إبتدائية حمادة أولاد الحاج موسى,الحمادة,Sfax 2
48.31,57.34,7.45,5.87,13.09,20.99,24.83,24.83,2.94,65.01,34.99,م إبتدائية الفريشات - الحمادة,الحمادة,Sfax 2
47.02,61.43,6.07,8.57,17.38,20.95,21.43,23.1,2.5,57.02,42.98,م إبتدائية نفيضة العجل - الغريبة,الغريبة,Sfax 2
44.48,58.22,7.22,5.81,17.14,22.81,22.1,21.11,3.82,56.66,43.34,م إبتدائية الربطة - الغريبة,الغريبة,Sfax 2
57.71,64.11,5.95,8.53,15.66,21.49,22.67,21.16,4.55,56.42,43.58,م إبتدائية الغريبة - المنار,المنار,Sfax 2
53.4,70.37,7.41,10.49,14.51,20.99,25,19.44,2.16,54.32,45.68,م إبتدائية قرعة السمارة - المنار,المنار,Sfax 2
61.7,0,8.1,10.24,15.99,18.34,20.26,23.67,3.41,54.04,45.96,م إبتدائية أولاد الكيلاني - المنار,المنار,Sfax 2
51.87,66.14,5.91,8.79,13.55,17.15,23.78,27.67,3.17,60.52,39.48,م إبتدائية الحشيشينة - الحشيشينة الجنوبية,الحشيشينة الجنوبية,Sfax 2
56.12,69.87,4.33,6.78,15.25,17.7,27.68,26.18,2.07,60.26,39.74,م إبتدائية فائض العتيل - الحشيشينة الجنوبية,الحشيشينة الجنوبية,Sfax 2
40.88,53.04,7.06,7.06,13.38,17.76,25.06,27.49,2.19,59.12,40.88,م إبتدائية الخوالة - الحشيشينة الجنوبية,الحشيشينة الجنوبية,Sfax 2
52.48,62.97,11.99,8.19,15.5,15.79,24.27,22.22,2.05,61.22,38.78,م إبتدائية السودان - الحشيشينة الشمالية,الحشيشينة الشمالية,Sfax 2
43.77,55.5,11,8.56,12.96,18.09,24.94,20.78,3.67,56.23,43.77,م إبتدائية الحمام - الحشيشينة الشمالية,الحشيشينة الشمالية,Sfax 2
56.27,64.07,8.56,9.32,16.73,23.57,20.91,18.06,2.85,57.41,42.59,م إبتدائية الشعال,الشعال,Sfax 2
67.71,71.83,7.75,9.58,19.02,21.86,17.88,19.18,4.74,51.79,48.21,م إبتدائية نهج الشهداء - المحرس,المحرس,Sfax 2
67.81,73.78,6.66,8.43,18.44,21.3,18.49,20.44,6.25,50.2,49.8,م إبتدائية الآمال المحرس,المحرس,Sfax 2
66.83,70.24,10.22,11.97,19.09,19.67,16.99,17.83,4.24,47.17,52.83,م إبتدائية 2مارس المحرس,المحرس,Sfax 2
43.42,70.88,7.94,6.2,17.12,23.57,20.84,20.84,3.47,56.08,43.92,م إبتدائية المواساة - المحرس الجنوبية,المحرس الجنوبية,Sfax 2
58.6,67.97,7.26,9.03,20.48,22.35,17.6,18.72,4.56,53.95,46.05,م إبتدائية نقطة - الشفار,الشفار,Sfax 2
59.54,72.59,7.05,6.44,16.17,21,25.98,19.77,3.6,66.36,33.64,م إبتدائية بوعكازين - الشفار,الشفار,Sfax 2
60.84,66.99,5.72,9.64,11.75,25,25,18.68,4.22,59.34,40.66,م إبتدائية القطيفة الشفار,الشفار,Sfax 2
50.16,60.3,7.77,7.12,15.86,20.71,22.01,23.3,3.24,57.93,42.07,م إبتدائية العادي - الشفار,الشفار,Sfax 2
52.24,26.37,8.36,8.96,11.05,22.69,27.16,19.7,2.09,63.58,36.42,م إبتدائية موريج - الشفار,الشفار,Sfax 2
47.41,74.63,6.12,8.48,15.86,19.78,22.29,23.71,3.77,60.13,39.87,م إبتدائية السكاينة - سيدي غريب,سيدي غريب,Sfax 2
59.51,62.63,10.24,6.34,15.12,19.02,25.37,20,3.9,63.41,36.59,م إبتدائية القطيفة سيدي غريب,سيدي غريب,Sfax 2
47.04,67.54,8,7.61,15.36,20.26,26.07,20.65,2.07,68.56,31.44,م إبتدائية عيثة الشلايا ,عيثة الشلايا,Sfax 2
55.85,66.6,8.46,8.46,18.77,18.62,20.92,20.77,4,60.62,39.38,م إبتدائية خاوي الغزال - السمارة,السمارة,Sfax 2
57.75,0,7.24,7.65,14.89,17.91,26.76,22.13,3.42,64.19,35.81,م إبتدائية السمارة,السمارة,Sfax 2
76.66,80.42,0,9.04,19.05,21.75,19.94,18.81,5.24,54.48,45.52,م إبتدائية مركز علولو - العين,العين,Sfax 2
81.9,84.53,6.17,9.96,17.46,20.31,20.42,19.74,5.8,53.63,46.37,م إبتدائية مركز القصاص - العين,العين,Sfax 2
79.75,82.14,6.3,10.9,19.04,18.43,20.14,20.95,4.66,54.83,45.17,م إبتدائية مركز معلى - العين,العين,Sfax 2
73.09,77.28,5.88,10.12,19.25,20.79,20.37,17.67,3.4,54.19,45.81,م إبتدائية صالح واردة مركز الخراط - العين,العين,Sfax 2
77.96,82.31,8.39,8.95,19.35,19.8,20.02,19.8,6.26,51.45,48.55,م إبتدائية 14 جانفي العين ,العين,Sfax 2
82.44,84.8,5.82,11.11,19.07,19.04,18.49,19.16,6.17,56.98,43.02,م إبتدائية الرشاد الجديدة - قرمدة,قرمدة,Sfax 2
77.98,81.1,6.96,10.63,18.51,20.11,18.7,20.33,5.24,51.84,48.16,م إبتدائية مركز السلامي - بوزيان,بوزيان,Sfax 2
81.99,84.17,6.49,11.58,20.52,19.06,17.67,18.61,5.79,53.9,46.1,م إبتدائية مركز كمون - بوزيان,بوزيان,Sfax 2
79.14,81.24,6.77,9.98,17.82,20.96,18.74,20.41,5.84,51.03,48.97,م إبتدائية بوزيان ,بوزيان,Sfax 2
85.67,88.75,6.25,9.54,18.7,20.71,17.69,19.45,7.78,52.18,47.82,م إبتدائية مركز الجلولي - الأفران الشمالية,الأفران الشمالية,Sfax 2
77.58,80.31,6.14,8.87,15.96,20.92,21.02,20.7,5.72,54.21,45.79,م إبتدائية مركز بن حليمة - الأفران الشمالية,الأفران الشمالية,Sfax 2
78.44,80.08,6.8,11.23,18.13,18.62,20.19,19.51,4.44,53.74,46.26,م إبتدائية الحسنى - الأفران الشمالية,الأفران الشمالية,Sfax 2
