pres,leg,plus70,61_70,51_60,41_50,31_40,22_30,18_21,men,women,center,deleg,circ
63,71.91,7.24,7.52,17.55,22.15,26.18,16.3,3.06,49.51,50.49,م إبتدائية سيدي علية - بني خلاد الشرقية,بني خلاد الشرقية ,Nabeul 2
75.27,80.93,8.52,10.43,16.43,21.2,21.4,17.31,4.7,54.16,45.84,م إبتدائية سيدي الظاهر,سيدي الظاهر,Nabeul 2
62.45,72.08,8.79,9.88,16.12,18.79,23.03,19.58,3.82,55.48,44.52,م إبتدائية المشروحة ,المشروحة,Nabeul 2
64.24,71.41,8.43,8.66,16.63,23.58,22.1,17.65,2.96,53.08,46.92,م إبتدائية برج حفيظ ,برج حفيظ,Nabeul 2
73,77.09,5.31,7.97,16.34,23.73,22.47,19.05,5.13,55.4,44.6,م إبتدائية ابن بسام - بوعرقوب الجوفية,بوعرقوب الجوفية,Nabeul 2
66.29,74.33,8.04,9.6,14.96,20.98,19.42,21.43,5.58,56.25,43.75,م إبتدائية 2مارس 34 الدخانية - بوعرقوب الجوفية,بوعرقوب الجوفية,Nabeul 2
70.43,78.39,6.05,8.11,18.81,20.28,20.58,21.46,4.72,46.76,53.24,م إبتدائية حي الحرية - بوعرقوب الجوفية,بوعرقوب الجوفية,Nabeul 2
63.71,75.36,9.01,9.4,15.89,19.07,21.72,19.87,5.03,53.38,46.62,م إبتدائية المقطع - بوعرقوب القبلية,بوعرقوب القبلية,Nabeul 2
63.08,67.23,6.62,9.29,14.23,23.32,22.83,20.06,3.66,53.9,46.1,م إبتدائية الجوهرة بني وائل - بوعرقوب القبلية,بوعرقوب القبلية,Nabeul 2
66.35,71.87,8.81,8.49,13.69,23.25,22.08,19.64,4.03,52.34,47.66,م إبتدائية حي حشاد - بوعرقوب القبلية,بوعرقوب القبلية,Nabeul 2
60.32,72.65,10.99,9.65,14.21,23.32,22.52,16.62,2.68,59.25,40.75,م إبتدائية بو سهم - بوعرقوب القبلية,بوعرقوب القبلية,Nabeul 2
70.79,79.04,6.99,9.34,14.73,21.55,22.14,20.37,4.88,49.41,50.59,م إبتدائية قرية بلي ,بلي,Nabeul 2
66.02,72.82,1.94,4.85,13.59,22.33,30.1,24.27,2.91,64.08,35.92,م إبتدائية هنشير قرط - بلي,بلي,Nabeul 2
68.83,76.6,7.34,10.15,15.7,20.3,22.82,19.87,3.82,54.43,45.57,م إبتدائية المهاذبة - بلي,بلي,Nabeul 2
68.16,75.11,7.12,7.21,17.24,21.37,19.79,21.72,5.54,59.81,40.19,م إبتدائية الخروبة ,الخروبة,Nabeul 2
60.87,75,10.68,13.07,13.51,19.61,25.71,13.29,4.14,59.35,40.65,م إبتدائية دار نادر - بئر الزيت,بئر الزيت,Nabeul 2
47.62,69.31,10.58,7.94,11.64,25.93,26.98,12.17,4.76,52.91,47.09,م إبتدائية 14 جانفي القفصية - بئر الزيت,بئر الزيت,Nabeul 2
58.1,71.37,7.69,11.47,13.57,19.3,25.04,19.58,3.36,55.73,44.27,م إبتدائية النجاح - العريمة,العريمة,Nabeul 2
73.04,80.57,8.1,10.45,16.86,19.13,21.88,19.04,4.54,58.14,41.86,م إبتدائية البريج - تاكلسة الجوفية,تاكلسة الجوفية,Nabeul 2
69.71,77.15,8.17,8.49,16.67,21.01,23.31,17.69,4.66,51.34,48.66,م إبتدائية بدار - تاكلسة الجوفية,تاكلسة الجوفية,Nabeul 2
66.31,76.72,6.25,9.24,16.44,19.27,24.88,19.17,4.75,52.64,47.36,م إبتدائية بئر مروة - تاكلسة الجوفية,تاكلسة الجوفية,Nabeul 2
67.2,76.55,6.27,10.27,14.55,20.76,23.79,20.08,4.28,53.68,46.32,م إبتدائية سيدي عيسى - تاكلسة الجوفية,تاكلسة الجوفية,Nabeul 2
72.98,82.91,7.04,10.39,16.05,21.71,20.79,20.32,3.7,57.85,42.15,م إبتدائية الدوالة - تاكلسة الوسطى,تاكلسة الوسطى,Nabeul 2
65.43,75.12,10.09,10.97,13.61,19.98,24.49,16.65,4.21,52.6,47.4,م إبتدائية البكاكشة - تاكلسة الوسطى,تاكلسة الوسطى,Nabeul 2
60.37,77.93,7.71,9.58,14.1,19.15,25.53,17.29,6.65,50,50,م إبتدائية هنشير الشاذلي - تاكلسة الوسطى,تاكلسة الوسطى,Nabeul 2
52.27,67.27,9.55,9.09,12.05,20.91,26.59,18.41,3.41,53.18,46.82,م إبتدائية الرتيبة - تاكلسة الوسطى,تاكلسة الوسطى,Nabeul 2
63.77,74.92,8.52,11.15,13.61,18.69,25.41,16.39,6.23,50.16,49.84,م إبتدائية وادي العبيد - تاكلسة الوسطى,تاكلسة الوسطى,Nabeul 2
60.56,74.65,7.39,11.27,14.09,14.44,26.41,22.89,3.52,54.23,45.77,م إبتدائية الوفاء الجبوزة - تاكلسة الوسطى,تاكلسة الوسطى,Nabeul 2
64.78,70.5,8.75,9.86,16.33,22.26,22.54,16.61,3.65,52.45,47.55,م إبتدائية المريصة - المريسة,المريسة,Nabeul 2
74.16,74.91,9.36,11.99,20.97,20.97,18.35,14.61,3.75,57.3,42.7,م إبتدائية قربص - المريسة,المريسة,Nabeul 2
61,69.2,7.87,9.81,15.8,19.85,22.62,20.23,3.83,52.24,47.76,م إبتدائية الشريفات,الشريفات,Nabeul 2
62.36,71.81,5.76,7.27,19.42,19.59,23.05,21.63,3.28,55,45,م إبتدائية دوار اللوز - الشريفات,الشريفات,Nabeul 2
60.7,69.3,9.17,6.97,17.38,19.66,22.07,20.28,4.48,60.43,39.57,م إبتدائية بوشراي - بوشراي,بوشراي,Nabeul 2
69.92,74.31,4.92,10.25,17.66,19.9,23.58,19.67,4.02,54.62,45.38,م إبتدائية الحبيب ثامر - سليمان,سليمان,Nabeul 2
76.56,83.77,6.02,8.71,16.36,21.29,21.09,21.03,5.49,51.95,48.05,م إبتدائية 2مارس 34 سليمان ,سليمان,Nabeul 2
75.91,82.96,6.4,8.39,18.12,21.83,21.03,19.07,5.17,49.87,50.13,م إبتدائية سيدي الخافي - سليمان,سليمان,Nabeul 2
60.02,64.69,2.77,6.01,14.18,20.96,24.81,27.04,4.24,43.07,56.93,م إبتدائية 14 جانفي سليمان,سليمان,Nabeul 2
82.17,87.76,2.11,11.5,20.46,24.68,15.4,18.99,6.86,52,48,م إبتدائية القاطرة - سليمان,سليمان,Nabeul 2
61.09,70.3,7.26,8.69,17.12,21.01,23.61,19.59,2.72,55.12,44.88,م إبتدائية الظهاري - سليمان الجنوبية,سليمان الجنوبية,Nabeul 2
51.48,61.42,5.51,8.07,15.26,20.37,24.21,22.64,3.94,56.69,43.31,م إبتدائية المرجى - سليمان الجنوبية,سليمان الجنوبية,Nabeul 2
73.09,78.14,6.2,10.35,18.57,20.16,20.47,18.8,5.46,51.4,48.6,م إبتدائية حي صالح عزيز - سليمان الجنوبية,سليمان الجنوبية,Nabeul 2
66.74,73.52,7.08,8.09,16.82,23.17,20.84,19.88,4.11,56.19,43.81,م إبتدائية 34/3/2فندق الجديد ,فندق الجديد,Nabeul 2
73.6,64.71,5.27,6.74,18.22,23.4,20.04,19.69,6.65,54.53,45.47,م إبتدائية التوتة - فندق الجديد ,فندق الجديد,Nabeul 2
69.23,66.67,0,0,2.56,43.59,17.95,23.08,0,30.77,69.23,م إبتدائية زيانة - فندق الجديد ,فندق الجديد,Nabeul 2
68.56,73.49,4.39,6.58,18.03,21.73,22.34,22,4.94,54.52,45.48,م إبتدائية هنشير سلتان - فندق الجديد ,فندق الجديد,Nabeul 2
67.21,73.74,5.69,9.17,18.55,19.76,23.03,20.11,3.7,47.05,52.95,م إبتدائية 14 جانفي فندق الجديد ,فندق الجديد,Nabeul 2
71.31,76.88,7.66,8.64,15.32,22.7,21.45,18.52,5.71,54.46,45.54,م إبتدائية خنقة المحطة سماش,شماس,Nabeul 2
75.51,82.32,7.09,10.03,15.59,21.22,22.31,17.88,5.88,54.61,45.39,م إبتدائية نيانو ,نيانو,Nabeul 2
75.08,81.68,8.53,8.15,17.58,23.93,19.18,17.83,4.81,52.08,47.92,م إبتدائية تركي ,تركي,Nabeul 2
69.95,77.87,7.65,9.02,18.85,25.14,20.22,15.85,3.28,51.09,48.91,م إبتدائية محطة بلي - تركي,تركي,Nabeul 2
67.91,74.6,7.05,8.44,16.96,23.2,24.45,16.3,3.6,54.19,45.81,م إبتدائية خنقة الحجاج ,خنقة الحجاج,Nabeul 2
52.17,68.32,5.18,7.45,9.94,19.05,32.09,20.91,5.38,72.26,27.74,م إبتدائية بني عياش قرمبالية - خنقة الحجاج,خنقة الحجاج,Nabeul 2
77.76,81.98,1.82,8.6,18.55,18.55,20.56,24.92,7,50.07,49.93,م إبتدائية علي دندانة - قرنبالية الشرقية,قرنبالية الشرقية,Nabeul 2
76.94,79.89,6.27,10.02,17.94,21.6,20.71,18.32,5.14,57.27,42.73,م إبتدائية حي الروضة - قرنبالية الشرقية,قرنبالية الشرقية,Nabeul 2
62.97,69.19,4.73,7.55,15.48,20.08,26.1,21.83,4.22,51.33,48.67,م إبتدائية الهادي شاكر - قرنبالية الغربية,قرنبالية الغربية,Nabeul 2
71.15,77.92,5.49,9.2,16.2,20.09,22.43,21.24,5.35,50.93,49.07,م إبتدائية الحرية - قرنبالية الغربية,قرنبالية الغربية,Nabeul 2
69.39,75.64,6.52,8.51,15.36,23.32,22.43,20.22,3.65,50,50,م إبتدائية حي الازدهار - قرنبالية الغربية,قرنبالية الغربية,Nabeul 2
76.25,77.65,8.16,8.74,13.17,21.8,23.08,20.51,4.55,51.8,48.2,م إبتدائية نوال - قرنبالية الغربية,قرنبالية الغربية,Nabeul 2
65.89,75.67,5.38,10.64,16.99,20.66,22.98,19.93,3.42,52.93,47.07,م إبتدائية الكرمية - قرنبالية الغربية,قرنبالية الغربية,Nabeul 2
50.58,64.34,5.63,8.74,13.79,19.22,26.6,22.14,3.88,73.64,26.36,م إبتدائية زمنيت - جبل طريف,جبل طريف,Nabeul 2
52.24,60,5.67,10.45,11.34,20.3,25.67,24.78,1.79,70.15,29.85,م إبتدائية بلحسن - جبل طريف,جبل طريف,Nabeul 2
56.15,67.07,6.39,8.25,16.26,21.52,24.19,19.5,3.88,60.92,39.08,م إبتدائية عين طبرنق ,عين طبرنق,Nabeul 2
49.87,61.13,4.24,9,12.34,16.45,24.42,24.81,8.74,49.61,50.39,م إبتدائية داموس الحاجة ,داموس الحاجة,Nabeul 2
47.58,60.56,6.62,9.16,12.21,14.76,30.03,22.65,4.58,51.15,48.85,م إبتدائية رينش - داموس الحاجة,داموس الحاجة,Nabeul 2
51.81,64.73,6.84,9.32,13.59,19.87,22.05,23.1,5.23,51.71,48.29,م إبتدائية الرحمة ,الرحمة,Nabeul 2
53.74,64.21,7.98,10.97,20.45,18.33,18.21,18.95,5.11,52.37,47.63,م إبتدائية العيثة عن منزل بوزلفة - الرحمة,الرحمة,Nabeul 2
52.14,66.67,8.55,10.47,12.18,16.03,26.92,21.15,4.7,54.91,45.09,م إبتدائية القصيرات - الرحمة,الرحمة,Nabeul 2
53.86,68.94,3.78,11.15,12.05,17.63,26.08,24.64,4.68,58.17,41.83,م إبتدائية الشرفين - الرحمة,الرحمة,Nabeul 2
53.02,71.17,8.54,5.69,15.3,22.06,19.93,22.06,6.41,49.47,50.53,م إبتدائية بوشريك - الرحمة,الرحمة,Nabeul 2
75.58,79.48,6.14,14.23,21.35,19.1,19.63,15.88,3.67,65.77,34.23,م إبتدائية شارع بورقيبة - منزل بوزلفة الجوفية ,منزل بوزلفة الجوفية,Nabeul 2
73.43,78.16,6.48,8.49,18.13,22.49,20.53,19.06,4.82,47.51,52.49,م إبتدائية نهج البريد - منزل بوزلفة الجوفية ,منزل بوزلفة الجوفية,Nabeul 2
71.2,77.15,8.22,9.75,19.11,20.86,18.06,18.72,5.3,49.76,50.24,م إبتدائية النصر - منزل بوزلفة الجوفية ,منزل بوزلفة الجوفية,Nabeul 2
71.62,76.77,8.33,9.49,19.18,21.15,20.61,16.59,4.66,48.56,51.44,م إبتدائية 34/3/2الغرابي - منزل بوزلفة الجوفية ,منزل بوزلفة الجوفية,Nabeul 2
55.52,65.75,7.8,10.57,14.96,18.05,23.58,20.65,4.39,52.6,47.4,م إبتدائية بني غانم - منزل بوزلفة الجوفية ,منزل بوزلفة الجوفية,Nabeul 2
46.47,59.02,10.98,8.24,14.51,22.35,20.98,18.43,4.51,51.76,48.24,م إبتدائية الكلبوسي منزل بوزلفة - منزل بوزلفة الجوفية ,منزل بوزلفة الجوفية,Nabeul 2
73.68,78.14,6.13,11.05,19.39,19.68,23.15,17.01,3.59,52,48,م إبتدائية العامرين - منزل بوزلفة القبلية,منزل بوزلفة القبلية,Nabeul 2
66.06,77.54,7.51,9.02,16.36,20.87,22.87,19.87,3.51,53.41,46.59,م إبتدائية النوالات - منزل بوزلفة الغربية,منزل بوزلفة الغربية,Nabeul 2
60.65,70.18,8.27,9.52,13.53,23.56,22.81,19.05,3.26,51.63,48.37,م إبتدائية بلهويشات - منزل بوزلفة الغربية,منزل بوزلفة الغربية,Nabeul 2
50,63.85,7.75,12.21,15.02,22.07,23.94,15.73,3.29,53.99,46.01,م إبتدائية عين مزيغ - الجوف الشرقية,الجوف الشرقية,Zaghouan
51.76,65.7,5.52,9.73,13.64,19.86,22.97,23.87,4.41,59.68,40.32,م إبتدائية عين الأنصارين - الجوف الشرقية,الجوف الشرقية,Zaghouan
46.34,65.15,8.71,7.72,15.64,20.4,23.56,21.58,2.38,56.63,43.37,م إبتدائية بني مار - الجوف الشرقية,الجوف الشرقية,Zaghouan
46.37,63.31,9.68,7.26,17.34,15.32,21.37,25,4.03,53.23,46.77,م إبتدائية الشرشارة - الجوف الغريية,الجوف الغربية ,Zaghouan
50.39,68.39,6.57,7.83,14.24,22.22,22.69,21.91,4.54,56.81,43.19,م إبتدائية بوشواطة - الجوف الغريية,الجوف الغربية ,Zaghouan
72.89,78.4,6.33,7.18,14.54,21.71,24.36,19.25,6.64,54.17,45.83,م إبتدائية 2مارس 34 الزريبة - الزريبة الجنوبية,الزريبة الحمام الجنوبية,Zaghouan
66.22,75.29,5.28,8.31,16.25,18.77,26.11,21.02,4.27,51.83,48.17,م إبتدائية الهدى الزريبة - الزريبة الجنوبية,الزريبة الحمام الجنوبية,Zaghouan
66.16,76.59,8.67,8.67,14.89,18.19,27.02,19.49,3.07,50.5,49.5,م إبتدائية القرية الزريبة,الزريبة القرية,Zaghouan
65.5,76.56,7.86,9.03,14.85,20.09,23.58,20.52,4.08,51.38,48.62,م إبتدائية بوعشير,بوعشير,Zaghouan
70.18,80.95,14.91,12.08,15.55,19.92,20.57,13.63,3.34,50.9,49.1,م إبتدائية جرادو ,جرادو,Zaghouan
45.86,64.66,7.71,10.9,16.17,18.05,25.38,18.8,3.01,50.94,49.06,م إبتدائية عين البطرية ,عين الباطريية,Zaghouan
62.41,74.66,6.38,9.31,14.66,20.69,24.31,20.86,3.79,56.21,43.79,م إبتدائية واد الكنز - البطرية,عين الباطريية,Zaghouan
61.67,67.72,7.59,9.75,18.33,22.65,18.52,18.52,4.63,53.15,46.85,م إبتدائية بوشوشة قنطرة الفحص - أحواز الفحص,أحواز الفحص,Zaghouan
67.34,73.8,6.88,11.18,19.79,20.87,19.98,17.69,3.6,48.2,51.8,م إبتدائية 2مارس الفحص - أحواز الفحص,أحواز الفحص,Zaghouan
40.78,51.19,8.89,11.5,17.57,17.57,22.13,17.79,4.56,55.53,44.47,م إبتدائية بئر مقرة ,بئر مقرة,Zaghouan
45.77,50.77,11.54,6.92,13.08,20.39,30,15.39,2.69,62.69,37.31,م إبتدائية أم الأبواب القديمة,أم الأبواب,Zaghouan
61.9,77.08,6.55,8.63,15.48,15.77,25.89,20.83,6.85,60.42,39.58,م إبتدائية الشنانفة - أم الأبواب,أم الأبواب,Zaghouan
46.56,57.94,9.81,9.55,15.39,22.81,23.61,15.65,3.18,56.08,43.92,م إبتدائية أم الأبواب الجديدة,أم الأبواب,Zaghouan
39.46,52.43,17.84,11.89,9.73,16.22,26.49,13.51,4.32,48.11,51.89,م إبتدائية أولاد زوابي ,أولاد الزوابي,Zaghouan
64.33,71.2,8.08,9.67,16.86,22.67,22.85,15.76,4.11,49.5,50.5,م إبتدائية نهج الشاذلي الشرعبي - الفحص,الفحص,Zaghouan
63.44,69.98,5.13,7.56,16.47,19.44,26.16,20.76,4.48,51.37,48.63,م إبتدائية حي السعادة الفحص ,الفحص,Zaghouan
60.77,67.5,6.16,7.03,17.04,21.17,27.62,18.38,2.6,51.25,48.75,م إبتدائية قنطرة الفحص طريق تونس - الفحص,الفحص,Zaghouan
54.05,66.1,12.05,10.17,15.07,20.53,25.05,15.07,2.07,54.43,45.57,م إبتدائية سيدي عويدات - الدروع,الدروع,Zaghouan
51.96,59.8,4.9,18.63,15.69,12.75,31.37,14.71,1.96,68.63,31.37,م إبتدائية سد وادي الكبير - الدروع,الدروع,Zaghouan
56.3,65.19,14.81,10.74,13.7,21.11,21.85,15.56,2.22,54.07,45.93,م إبتدائية سيدي الناوي - الدروع,الدروع,Zaghouan
70.18,75.44,26.55,12.39,14.16,12.39,17.7,15.04,1.77,58.77,41.23,م إبتدائية العياشية الفحص - الدروع,الدروع,Zaghouan
53.61,76.29,16.49,4.12,10.31,18.56,28.87,20.62,1.03,62.89,37.11,مدرسة تعليم الكبار بالغنيات,الدروع,Zaghouan
43.6,53.51,9.52,11.59,19.26,21.12,24.02,12.84,1.66,63.02,36.98,م إبتدائية الغريفات الفحص,الغريفات,Zaghouan
45.45,52.27,11.36,14.21,13.35,19.32,22.16,16.19,3.41,57.1,42.9,م إبتدائية بوقرنين - الغريفات,الغريفات,Zaghouan
59.82,63.84,8.04,8.04,15.63,23.21,26.79,13.84,4.46,60.27,39.73,م إبتدائية جباس - الغريفات,الغريفات,Zaghouan
57.63,67.16,13.38,9.34,23.36,20.81,13.59,17.2,2.34,52.97,47.03,م إبتدائية بنت سعيدان ,بنت سعيدان,Zaghouan
56.09,67.54,10.74,10.74,20.53,21.24,17.9,15.04,3.82,53.22,46.78,م إبتدائية جوقار - بنت سعيدان,بنت سعيدان,Zaghouan
55.8,60.65,8.09,9.16,15.9,20.76,21.02,19.41,5.66,57.95,42.05,م إبتدائية قليب الجمل - العمايم الشمالية,العمايم الشمالية,Zaghouan
59.26,66.06,7.87,10.43,15.43,19.36,22.55,20.53,3.83,60.85,39.15,م إبتدائية العمايم - العمايم الجنوبية,العمايم الجنوبية,Zaghouan
55.64,63.87,10.55,8.38,15.61,20.38,22.83,18.5,3.76,58.53,41.47,م إبتدائية كدية الشعير - العمايم الجنوبية,العمايم الجنوبية,Zaghouan
47.72,59.75,5.42,12.92,19.58,21.67,17.92,17.08,5.42,47.3,52.7,م إبتدائية ضمدة - العمايم الجنوبية,العمايم الجنوبية,Zaghouan
53.16,63.46,9,9.67,12.33,19,25.33,22,2.67,57.81,42.19,م إبتدائية الكاف الأزرق - العمايم الجنوبية,العمايم الجنوبية,Zaghouan
40.24,50.83,10.89,12.41,13.77,17.85,23.3,17.85,3.93,58.7,41.3,م إبتدائية وادي الخضراء ,وادي الخضراء,Zaghouan
56.8,65.09,16.57,11.83,18.94,18.94,17.16,13.61,2.96,49.11,50.89,م إبتدائية تليل الصالحي ,تليل الصالحي,Zaghouan
52.9,59.35,9.03,20.65,13.55,14.19,22.58,17.42,2.58,56.77,43.23,م إبتدائية الخمايسية الفحص - تليل الصالحي,تليل الصالحي,Zaghouan
53.3,55.95,14.1,7.49,16.3,18.94,23.79,18.06,1.32,63,37,م إبتدائية خمسة ثناية - تليل الصالحي,تليل الصالحي,Zaghouan
56.76,68.2,7.64,9.71,15.61,23.57,21.98,18.15,3.34,56.12,43.88,م إبتدائية ذراع بن جودر,ذراع بن جودر,Zaghouan
46.6,55.5,15.18,9.95,13.61,20.94,20.94,14.14,5.24,63.35,36.65,م إبتدائية بروتة - ذراع بن جودر,ذراع بن جودر,Zaghouan
63.06,71.78,5.56,6.53,13.56,20.26,27.34,21.78,4.97,54.42,45.58,م إبتدائية 2مارس 34 الناظور ,الناظور,Zaghouan
64.95,71.4,6.9,9.7,16.16,18.54,22.2,20.91,5.6,51.61,48.39,م إبتدائية زواغة - الناظور,الناظور,Zaghouan
65.71,75.76,5.2,5.83,13.91,20.52,27.2,22.14,5.2,53.76,46.24,م إبتدائية حي الجديد الناظور ,الناظور,Zaghouan
46.51,61.46,7.14,8.97,10.63,20.27,25.08,21.93,5.98,55.81,44.19,م إبتدائية الهنشير الجديد - الناظور,الناظور,Zaghouan
50.72,59.13,6.25,9.14,15.14,22.12,20.91,22.12,4.33,55.05,44.95,م إبتدائية الشعاليل - الناظور,الناظور,Zaghouan
51.38,65.08,5.9,7.43,15.05,19.91,22.1,25.14,4.48,56.42,43.58,م إبتدائية عين البطوم ,عين البطوم,Zaghouan
